   93664	pistää_silmä	 idiomatic	Heidän joukostaan minä pistin silmääsi senvuoksi , etten ollut ollenkaan _heidän_ kaltaisensa .
 3978550	pitää_silmä	 idiomatic	Minä lähden ... Mutta pitäkää silmällä tuota poikaa , sen neuvon annan teille ... Hän uhkaa veitsellä ... he , he !
 3978831	pitää_silmä	 idiomatic	Vaan sitten hän huomasi , että hänen sydämmessään asustaa jotakin , joka aina piti silmällä häntä .
 3993140	pitää_silmä	 idiomatic	Olle käveli edestakaisin ja piti silmällä autioita katuja .
 3993395	pitää_silmä	 idiomatic	`` Katsokaas , meidän täytyi pitää silmällä , ketä maahamme tulee ja ketä ei .
 3995071	pitää_silmä	 idiomatic	Seikkailijat pitivät silmällä , ettei tohtori vain vastoin odotuksia olisi jäänyt millekään asemalle .
 3995199	pitää_silmä	 idiomatic	Hoper piti silmällä japanilaista .
 3997032	pitää_silmä	 idiomatic	Kivinen piti silmällä pikku miestä , mutta bolsheviikki oli kaikesta päättäen liian arka ja varovainen , uskaltaakseen ryhtyä mihinkään pakotoimiin .
 4001164	pitää_silmä	 idiomatic	Mutta samalla oli kuningas antanut luottamusmiehelleen Niilo Krabbelle käskyn salaa panna kuntoon muutamia laivoja ja pitää silmällä Hojan kreiviä , jottei hän matkustaisi muualle kuin Ruotsiin .
 4001861	pitää_silmä	 idiomatic	Tärkeimmältä tuntui hänestä pitää silmällä Lyypekkiä .
 4003367	pitää_silmä	 idiomatic	Pitäen silmällä sekä ystäviä että vihollisia , valmistautui hän auttamaan edellisiä ja rankaisemaan jälkimäisiä , mutta vasta jonkun ajan perästä .
 4005165	pitää_silmä	 idiomatic	Tämä luottamustoimi miellytti Aatamia suuresti ; oikeastaan tuli hänen pitää silmällä lasten hoitajattaria ja hän täyttikin tehtävänsä erittäin huolellisesti Margareetan suureksi iloksi .
 4005503	pitää_silmä	 idiomatic	Teidän tulee minun poissaollessani käyttää kuninkaan korkeinta tuomio-oikeutta , valvoa kruunun veronkantoa ja sen muuta omaisuutta , kuten läänintiluksia ja kartanoja sekä pitää silmällä yleistä järjestystä .
 4005536	pitää_silmä	 idiomatic	Tähän aikaan järjesti hän myöskin sotavoiman , koettaen pitää silmällä , että se niin vähän kuin suinkin rasittaisi rahvasta .
 4006238	pitää_silmä	 idiomatic	Vakoilijoita ja kirjeenkuljettajia tuli tarkasti pitää silmällä , sekä , jos suinkin mahdollista , ottaa heidät vangiksi .
 4006580	pitää_silmä	 idiomatic	Hän pyysi , että he kaikessa hiljaisuudessa , herättämättä kansassa huutoa ja melua , linnasta ja Mälarin ympärillä olevista taloista veisivät kaikki ruokatavarat , joita ei välttämättömästi tarvittu Tukholmaan , mutta että he samalla pitäisivät silmällä tätä kaupunkia , jotteivät lyypekkiläiset siellä panisi toimeen mitään melua .
 4006720	pitää_silmä	 idiomatic	Märta rouvaa ei auta varoittaa , sen hän tiesi ; sensijaan päätti hän itse puolestaan pitää silmät auki .
 4008016	pitää_silmä	   literal	Nuori kreivi taas ei nähnyt muita kuin Cecilian ja niin tulinen oli hänen katseensa , että Cecilian miltei koko ajan täytyi pitää silmänsä maahan tähdättyinä .
 4008877	pitää_silmä	 idiomatic	Tai : -- Hyvä ystävä , sinun täytyy tarkemmin pitää silmällä , ettei Marjetta salin lakaisuajaksi pane mattoja kuistin portaille .
 4008937	pitää_silmä	 idiomatic	Voiko kukkanen pitää silmällä Riittaa ja Mariaa ja perehdyttää heidät hienon talouden kaikkiin yksityisseikkoihin ?
 4009209	pitää_silmä	 idiomatic	Meidän täytyy paremmin pitää silmällä ja huoltaa muka pikkuseikkojakin .
 4010698	pitää_silmä	 idiomatic	Ota varteen olevat olot , tarkasta ja järjestä työainekset , pidä silmällä päämäärääsi ja katso , eikö siellä täällä ole seikkoja , jotka voit suunnitelmistasi poistaa , toimittaaksesi paremmin muut tehtäväsi .
 4017481	pitää_silmä	 idiomatic	Mutta hän kierteli juuri kartun ulottumispiirin ulkopuolella kiukkuisesti ja raivokkaana muristen , alituisesti pitäen silmällä karttua voidakseen paeta siinä tapauksessa , että François nakkasi sen häntä kohti , sillä Buck oli nyt oppinut ymmärtämään karttuja .
 4018101	pitää_silmä	 idiomatic	Kuten tavallisesti makasi Buck nurkassa pää etukäpäläin välissä pitäen silmällä isäntänsä pienintäkin liikettä .
 4019558	pitää_silmä	 idiomatic	Minä pidin silmällä häntä , sillä minä luulen , että hänellä oli takin hiassa jotain , joka pölyäisi , jos hän sattuisi pudottamaan sen. Luulen Barryn ajatelleen samoin .
 4019796	pitää_silmä	 idiomatic	Kuljin aivan hiljaa hänen perässään ja olin päättänyt pitää silmällä häntä .
 4029254	pitää_silmä	 idiomatic	Syynen täytyi mennä vähän matkaa metsään etsimään , mutta ei suinkaan kauaksi , sillä hänen piti pitää silmällä lehmiä .
 4033941	pitää_silmä	   literal	Minä annan vasemman jalkani oikeentua eteenpäin ja vaivun voimattomana istuimellani , minun käteni riippuvat ales : leyhy , tuuli minun ummistetuilla silmäluomillani ; minä tiedän , että jos minä silmäni avajaisin , niin välkkyisivät alhaalla jalkojeni edessä Jerusalemin , minun kaupunkini , valkeat , ja takana häämöttäisi kaukaisuuden tumma ja väräjävä ranta , jota katsella minun sydämelleni tekisi hyvää , mutta minä en tahdo , vaan pidän silmäni suljettuina , sillä minä keinun itsessäni ja kuulustelen koko olollani , ja onkin suloisempi , ett'ei minun tarvitse silmiäni avata .
 4034885	pitää_silmä	   literal	Minä pidän silmiäni poispäin sinun ohitsesi ulos ilmaan ja joskus vaan , yhden silmänräpäyksen , katson syrjästä sinua .
 4044962	pitää_silmä	 idiomatic	Rouva Ortèguen suvun edustajanako Te luulette olevanne oikeutettu pitämään silmällä perhe-elämääni ?
 4049414	pitää_silmä	 idiomatic	Eikä ole vielä suuri määrä vuosia kulunut siitä kun kansankielisiä runoilijoita ensi kerran ilmaantui ; sillä loppusointuisten säkeiden sepittäminen kansankielellä on samaa kuin runomittojen käyttö latinankielellä , jos jossain määrin pitää silmällä suhteita .
 4049783	pitää_silmä	 idiomatic	Huomasin , että se oli mahdollinen vasta sitten , kun olin tarkemmin käsitellyt Porthanin tutkimustoimintaa hänen elämäkertansa yhteydessä , pitämällä silmällä sen ajan muita samansuuntaisia tutkimusharrastuksia .
 4049954	pitää_silmä	 idiomatic	Tiedämme , että Hume laimiinlöi alkulähteitten käyttämisenkin suuremmassa määrässä , pitäen silmällä etupäässä asiain filosoofista yhteyttä .
 4050398	pitää_silmä	 idiomatic	Jos pidämme silmällä luentoja , joita 1750 luvun loppupuolella pidettiin Turun yliopistossa , huomaamme heti varsinaisen historian esityksen niistä puuttuvan .
 4050481	pitää_silmä	 idiomatic	[ 106 ] Nämät kirjoittajat koettivat esittää ainettansa todenmukaisella tavalla ja arvokkaasti ja samalla he pitivät silmällä sitä , että esityksestä olisi sekä valtiollisessa että moraalisessa suhteessa hyötyä .
 4051029	pitää_silmä	 idiomatic	Hän pyytää kuulijoitaan pitämään silmällä esityksen totuutta , puhtautta ja kunnioittavaa henkeä , eikä vaatimaan siltä hienoutta , kauneutta ja loistoa .
 4051168	pitää_silmä	 idiomatic	Kaunopuheliaisuuden professorina oli Porthan esittänyt ainettansa erityisesti pitäen silmällä saarnataitoa , koska useat hänen oppilaistaan aikoivat papeiksi .
 4051242	pitää_silmä	 idiomatic	Varmaa on näet , että Porthan tässä niinkuin muuallakin käsitellessään kotimaista ainetta jonkinlaisesta kansallisesta harrastuksesta , samalla piti silmällä myöskin yleisinhimillistä puolta siitä .
 4058792	pitää_silmä	 idiomatic	Hän käy katsomassa hevostaan Naughty-boyta ja pitämässä silmällä englantilaista Webbiä , joka harjoittaa hevosia .
 4062912	pitää_silmä	 idiomatic	Ja enempää en tahdo kuulla , mitä vaaniessasi pääsit kuulemaan ... '' '' Te olette liian tulinen nyt , ankara herra '' , sanoi Brodde alakuloisena , '' mutta minun täytyy sittenkin sanoa , että te teette viisaasti , jos pidätte silmällä niitä miehiä ... ne ovat teidän vihamiehiänne , ja ne kulkevat Silfverhättanissa samoilla asioilla kuin tekin . ''
 4063344	pitää_silmä	 idiomatic	`` Luulen nähneeni hänet ... mutta kun juuri sillä hetkellä pidin silmällä varjoa laivan perällä , ja kaikki oli kuin hiuskarvan varassa , niin on mahdollista , että erehdyin ... hän muistutti erästä miestä , jonka näin äitini luona Ekesjössä käydessäni viimeksi häntä katsomassa . ''
 4066009	pitää_silmä	 idiomatic	Toistaiseksi eivät he katsoneet tarpeelliseksi mihinkään erityiseen ryhtyä ; heidän tulisi vaan pitää silmänsä tarkasti auki ja mahdollisuuden mukaan varoittaa marskia .
 4066017	pitää_silmä	 idiomatic	Tämä paukaus näytti tekevän kerrassaan tyhjiksi Niilon aikeet pitää silmällä herransa salaisia vihamiehiä , ja siitä nousi hänen levottomuutensa pilviin asti .
 4068162	pitää_silmä	 idiomatic	Toinen tarkastaisi saariston ja toinen pitäisi silmällä merta saariston ja Gotlannin välillä .
 4075838	pitää_silmä	 idiomatic	Mutta koska tuo mustalaispoika nähtävästi oli vain kolmannen miehen palvelija ja parast'aikaa puhdisteli tämän kannuksilla varustettuja ratsusaappaita , päätti Agneta muori ennen kaikkea pitää silmällä mainittua kolmatta miestä , joka hänestä näytti etevimmältä kaikista ja jolla lisäksi oli sekin ansio , että osasi puhua ruotsia .
 4087957	pitää_silmä	 idiomatic	Näin ollen on syytä likemmin tarkastaa näitä osia , pitämällä silmällä , keltä Akiander on saanut niihin kokoamansa tiedot sekä miten sen ajan heränneet arvostelivat tätä hänen esitystään .
 4088248	pitää_silmä	 idiomatic	Tämä puutteellisuus pistää sitä enemmän silmään , kun Akiander III : nen osan esipuheessa lausuu seuraavat sanat teoksensa tarkoituksesta : `` Suomen kirkkohistorian tuleville kirjoittajille olisi ollut tarpeeksi lisäyksiä tekemättä toimittaa vain asiakirjat painoon ; mutta pidin silmällä muitakin lukijoita kuin vain historian tutkijoita , ja ryhdyin sentähden ryhmittämään asiakirjat maassamme syntyneiden eri opinsuuntien mukaan ja tämän ohessa luomaan silmäyksiä eri opinryhmiin sekä antamaan elämäkerrallisia tietoja etevimmistä henkilöistä .
 4091152	pitää_silmä	 idiomatic	-- Ja kun vihdoin kuolema kauhuineen minua lähestyy ja kaikki ympärilläni pimenee : anna silloin minulla vielä löytyä valoa ja pidä silmäni auki näkemään sinua , lunastajaani ja autuudenruhtinastani , _yksin_ sinua , _Jesus ! _ '' V. 1875 sai von Essen täysinpalvelleena eron professorinvirastaan , vaan hoiti sitä vielä vuoden ajan , jonka jälkeen hän siirtyi asumaan Hattulassa omistamallensa Herniäisten tilalle , missä hän lähes 80 vuoden vanhana kuoli heinäkuun 22 p : nä 1895 .
 4093591	pitää_silmä	   literal	Hän on oikea paholainen pitämään silmät mukanaan .
 4108682	pitää_silmä	 idiomatic	Opetuksen täytyy siis ensi sijassa pitää silmällä muotoa ja vasta toisessa johdattaa mietiskelemään ulkonaiseen muotoon kätkettyä totuutta .
 4108856	pitää_silmä	 idiomatic	Syystä että siinä vastoin tavallisuutta erityisesti pidettiin silmällä Kristuksen inhimillistä luontoa , levisi huhu , että esitelmöitsijä oli kieltänyt Jeesuksen jumaluuden .
 4108989	pitää_silmä	 idiomatic	Tarkastaessaan työtä hän ei unohtanut pitää silmällä työväkeä ja sen ruumiillisen ja sielullisen terveyden ehtoja .
 4110659	pitää_silmä	 idiomatic	Edellä kaikkea hän nyt piti silmällä liikkeen vahvistumista siten , että jaettiin mahdollisimman pieniä osinkoja ja sen sijaan käytettiin rahoja velkojen maksamiseen , tehdaslaitosten parantamiseen ja vararahaston kartuttamiseen .
 4111710	pitää_silmä	 idiomatic	Kasvattaja ei saa pitää silmällä lähintä , hän ei saa pyytää nähdä kypsiä hedelmiä , hänen täytyy tehdä työtä toivon hyväksi .
 4111759	pitää_silmä	 idiomatic	Päinvastoin tahdotte pitää silmällä , ettei kukaan muukaan tahraa sitä , mikä on ilonne .
 4112895	pitää_silmä	 idiomatic	Tutkien Kristuksen arvostelevia lausuntoja uskonnollisista puolueista sekä yksityisistä henkilöistä ja muitakin uudentestamentin yksityiskohtia hän siinä tavallisella perusteellisuudellaan osoittaa , että ankara ja vihaakin ilmaiseva arvostelu saattaa olla oikeutettu , kun vain pidetään silmällä itse olentoa eikä asian pintapuolta .
 4113334	pitää_silmä	 idiomatic	Jos pidän silmällä omaa etuani , niin olisi minusta suuri onni tulla hyljätyksi ( kasserad ) .
 4113538	pitää_silmä	 idiomatic	Edelleen oli tietty , että Mechelin ei ollut kenraalikuvernöörin suosima , ja arvattavaa on , että tältä taholta hänen toimintaansa valtiopäivillä pidettäisiin silmällä ; kun hyvin luultavaa oli , että toinen tai toinen huomauttaisi kenraalikuvernöörille , mitä 31 § sisältää , annettaisiin tälle ase käteen , jota hän kyllä ei epäilisi käyttää .
 4113855	pitää_silmä	 idiomatic	Kristuksen suuruus oli siinä , että hän vaikeammissakin asemissa yksistään piti silmällä Isän tahtoa ja etsi iloansa Hänen tahtonsa noudattamisesta .
 4118482	pitää_silmä	 idiomatic	Ja mitä tulee niiden kansan vaarojen vastustamiseen , jotka johtuvat siitä , että muutamat tulevat hyvin köyhiksi ja toiset ylenmäärin rikkaiksi ja mahtaviksi , niin ei ole ainoakaan toinen kansa koskaan hyväksynyt lakia , joka niin huolellisesti pitäisi silmällä tätä asiaa .
 4124362	pitää_silmä	   literal	Hän hieroi hitaasti sormenpäällä otsaansa ja piti silmiään kiinni .
 4132883	pitää_silmä	   literal	`` Hänen majesteetinsa oli kumminkin kerrassaan vastoin kuolintuomiota ja suvaitsi armollisesti lausua , että koska neuvoskunta pitää silmäin puhkaisemista liian helppona rangaistuksena , niin saattaa siihen perästäpäin liittää jotain muuta .
 4145110	pitää_silmä	 idiomatic	Kun lähetämme hänet kotoa pois , emme pidä silmällä vain tytön parasta , vaan myöskin sinun . ''
 4147006	pitää_silmä	 idiomatic	Mutta siitä huolimatta rupesin kuumeellisen hartaasti pitämään silmällä pilviä .
 4147424	pitää_silmä	 idiomatic	Vaimo on tehnyt vakavan sopimuksen , ja lain velvollisuus on pitää silmällä , että hän täyttää siihen kuuluvat ehdot . ''
 4147722	pitää_silmä	   literal	Tämän jälkeen en voinut näytellä pientä osaani loppuun , ja vaikka yllä nojasin keltaista samettireunaa vasten , pidin silmäni alasluotuina , niin pian kuin nainen näyttäytyi , ja toivoin ja rukoilin näytöksen loppua .
 4148794	pitää_silmä	 idiomatic	`` Niin että jos voin jotain tehdä puolestasi täällä ollessani , rakkaani , ... kuten pitää silmällä palvelijoita ja taloa ... Ei , ei , älä vastustele ; teen sen mielihyvällä usko pois ... Olemme siis sopineet siitä , se on päätetty , eikö niin ? ...
 4150694	pitää_silmä	 idiomatic	Ooh , en minä suotta alakerrassa pidä silmiäni ja korviani avoinna .
 4150959	pitää_silmä	 idiomatic	Niinpä hän , taloudenhoitajatar , voidakseen itse huomaamattomana pitää silmällä tapausten kulkua , oli hiipinyt läntisessä tornissa olevaan huoneeseen , josta saattoi nähdä pihamaalle .
 4152665	pitää_silmä	 idiomatic	Minulta ei jäänyt huomaamatta , että poloinen yhä piti silmällä miehensä kasvoja , ja kun tämä katsahti häneen merkitsevällä silmäyksellä , vastasi hän hätäisesti : '' On niinkin , rouva , aivan tavallistahan se on .
 4156643	pitää_silmä	 idiomatic	Minä menen nyt metsään pitämään silmällä rikasta Lauria ! ''
 4156944	pitää_silmä	 idiomatic	Kapteeni Witte istui nojatuolissa huoneen päässä ja piti silmällä ja neuvoi ja määräili , kun ratsumies astui huoneeseen .
 4157375	pitää_silmä	 idiomatic	Kuu paistoi suoraan pieneen ikkunaan ja heitti leveän valojuovan huoneeseen , mutta seljapensas , joka ikkunasta hieman syrjässä , peitti uteliaan , jotta hän saattoi pitää silmällä kaikkea mitä tuvassa tapahtui tulematta itse nähdyksi .
 4162033	pitää_silmä	   literal	-- Se on pitkäkin tarina ja ankara tarina , vaan kerronpahan siitä tässä illan kuluksi vähän , sillaikaa kun varraskalat verkkoihin kertyvät.. Hän sytytti risuista ja sammalista sääskitulen , jotta sen savu pitäisi silmiin tuppaavat mäkäräparvet vähän loitommalla , istahti sitten savutulensa viereen miesten keskelle ja alkoi : -- Meillä on siellä Pohjanmaalla monta virtaa , jotka rinnakkain mereen laskevat , -- siksi vieraat maakuntaamme sanovatkin Kymmenen virran maaksi .
 4168331	pitää_silmä	 idiomatic	Kysymykset , joita hän teki linnan tilasta , kuningattaren oikeuksista siihen , ja hänen tilapäisestä oleskelustaan Woodstockin kuninkaankartanossa johtuvista eduista ja haitoista , näyttivät osoittavan hänen vakavasti perehtyneen asukkaiden anomuksen aiheeseen ja hänen haluavan pitää silmällä paikkakunnan parasta .
